code,compileable,Ground_Truth_Simple_Names,Ground_Truth_FQNs,without_import,filename
"package java.hibernate;

import org.hibernate.mapping.List;
import org.hibernate.mapping.SimpleValue;


public class hb18 {
    public static void h1(){
        List model = null;
        SimpleValue iv = new SimpleValue( model.getCollectionTable() );
        model.setIndex(iv);
    }

}
",True,"['List', 'SimpleValue']","['org.hibernate.mapping.List', 'org.hibernate.mapping.SimpleValue']","public class hb18 {
    public static void h1(){
        List model = null;
        SimpleValue iv = new SimpleValue( model.getCollectionTable() );
        model.setIndex(iv)
    }

}
",hb18.java
"package java.hibernate;

import javax.persistence.Entity;
import javax.persistence.FetchType;
import javax.persistence.Id;
import javax.persistence.OneToMany;
import java.util.List;


public class hb2 {

        @Entity
        public static class University<Student> {
            private String address;
            @OneToMany(fetch = FetchType.LAZY)
            private List<Student> students;

        }
}
",True,"['Entity', 'FetchType', 'Id', 'OneToMany', 'List']","['javax.persistence.Entity', 'javax.persistence.FetchType', 'javax.persistence.Id', 'javax.persistence.OneToMany', 'java.util.List']","public class hb2 {

        @Entity
        public static class University<Student> {
            private String address;
            @OneToMany(fetch = FetchType.LAZY)
            private List<Student> students;


}
",hb2.java
"package java.hibernate;

import android.app.FragmentManager;
import net.sf.gilead.core.hibernate.HibernateUtil;
import org.hibernate.Transaction;

public class hb20 {
    private static HibernateUtil HibernateUtils;

    public static void h1(){
        Transaction tx = null;
        FragmentManager session = null;
        tx = (Transaction) session.beginTransaction();

    }
}
",True,"['FragmentManager', 'HibernateUtil', 'Transaction']","['android.app.FragmentManager', 'net.sf.gilead.core.hibernate.HibernateUtil', 'org.hibernate.Transaction']","public class hb20 {
    private static HibernateUtil HibernateUtils;

    public static void h1(){
        Transaction tx = null;
        FragmentManager session = null
        tx = (Transaction) session.beginTransaction();

    }
}
",hb20.java
"package java.hibernate;

import org.hibernate.Session;
import org.hibernate.SessionFactory;
import org.hibernate.Transaction;
import org.hibernate.cfg.Configuration;
import org.junit.Before;

import javax.imageio.spi.ServiceRegistry;
import java.io.Serializable;



public class hb3  implements Serializable {
    @Before
    public void h1 (){
           Configuration cfg = new Configuration().configure() ;
            Object sr = null;
    }
}


",True,"['Session', 'SessionFactory', 'Transaction', 'Configuration', 'Before', 'ServiceRegistry', 'Serializable']","['org.hibernate.Session', 'org.hibernate.SessionFactory', 'org.hibernate.Transaction', 'org.hibernate.cfg.Configuration', 'org.junit.Before', 'javax.imageio.spi.ServiceRegistry', 'java.io.Serializable']","public class hb3  implements Serializable {
    @Before
    public void h1 (){
           Configuration cfg = new Configuration().configure() ;
            Object sr = null
    }
}


",hb3.java
"package java.hibernate;

import org.hibernate.Session;
import org.hibernate.SessionFactory;

public class hb4 {
    public static Session getSessionobject(){
        SessionFactory sessionFactory = null;
        assert false;
        return sessionFactory.getCurrentSession();

    }
}
",True,"['Session', 'SessionFactory']","['org.hibernate.Session', 'org.hibernate.SessionFactory']","public class hb4 {
    public static Session getSessionobject(){
        SessionFactory sessionFactory = null;
        assert false;
        return sessionFactory.getCurrentSession()

    }
}
",hb4.java
"package java.hibernate;

import org.hibernate.Session;
import org.hibernate.SessionFactory;
import org.hibernate.Transaction;
import org.junit.Test;

public class hb5 {
    @Test
    public void textTx() {
        SessionFactory sessionFactory = null;
        Session session = null;
        Transaction tx;

    }
}

",True,"['Session', 'SessionFactory', 'Transaction', 'Test']","['org.hibernate.Session', 'org.hibernate.SessionFactory', 'org.hibernate.Transaction', 'org.junit.Test']","public class hb5 {
    @Test
    public void textTx() {
        SessionFactory sessionFactory = null;
        Session session = null;
        Transaction tx

    }
}

",hb5.java
"package java.hibernate;

import org.hibernate.SessionFactory;
import org.hibernate.cfg.Configuration;

public class hb6 {
    public static  void h1(){
        Configuration config = new Configuration().configure();
        SessionFactory sessionFactory = config.buildSessionFactory();
    }
}
",True,"['SessionFactory', 'Configuration']","['org.hibernate.SessionFactory', 'org.hibernate.cfg.Configuration']","public class hb6 {
    public static  void h1()
        Configuration config = new Configuration().configure();
        SessionFactory sessionFactory = config.buildSessionFactory();
    }
}
",hb6.java
"package java.hibernate;

import org.hibernate.Session;
import org.hibernate.SessionFactory;
import org.hibernate.Transaction;
import org.hibernate.cfg.Configuration;

public class hb7 {
    public static void h1(){
        Configuration config = new Configuration().configure();
        SessionFactory sessionFactory = config.buildSessionFactory();
        Session session = sessionFactory.openSession();
    }
}
",True,"['Session', 'SessionFactory', 'Transaction', 'Configuration']","['org.hibernate.Session', 'org.hibernate.SessionFactory', 'org.hibernate.Transaction', 'org.hibernate.cfg.Configuration']","public class hb7 {
    public static void h1(){
        Configuration config = new Configuration().configure();
        SessionFactory sessionFactory = config.buildSessionFactory();
        Session session = sessionFactory.openSession();

}
",hb7.java
"package java.hibernate;

import org.hibernate.Session;
import org.hibernate.SessionFactory;

public class hb8 {
    public static void h1(){
        SessionFactory sessionFactory = null;
        Session session = sessionFactory.openSession();
        Object s = null;
    }

}
",True,"['Session', 'SessionFactory']","['org.hibernate.Session', 'org.hibernate.SessionFactory']","public class hb8 {
    public static void h1(){
        SessionFactory sessionFactory = null;
        Session session = sessionFactory.openSession();
        Object s = null;


}
",hb8.java
"package java.hibernate;

import org.hibernate.HibernateException;
import org.hibernate.TransactionException;

public class hb9 {
    public static void h1() throws HibernateException {
        boolean begun = false;
        if (!begun) {
            throw new TransactionException(""Transaction not successfully started"");
        }
    }
}
",True,"['HibernateException', 'TransactionException']","['org.hibernate.HibernateException', 'org.hibernate.TransactionException']","public class hb9 {
    public static void h1() throws HibernateException {
        boolean begun = false;
        if (!begun) {
            throw new TransactionException(""Transaction not successfully started"");
        }
    }

",hb9.java
"package java.jdk;

import java.util.function.IntBinaryOperator;

public class jdk{

    static void h1() {
        IntBinaryOperator plusOperation = (a, b) -> a + b;
        System.out.println(""Sum of 10,34 : "" + plusOperation.applyAsInt(10, 34));
    }
}",True,['IntBinaryOperator'],['java.util.function.IntBinaryOperator'],"public class jdk{

    static void h1() {
        IntBinaryOperator plusOperation = (a, b) -> a + b;
        System.out.println(""Sum of 10,34 : "" + plusOperation.applyAsInt(10, 34));

}",jdk.java
"package java.jdk;

import java.io.File;
import java.io.FileInputStream;
import java.io.FileNotFoundException;

public class jdk10 {
    public void h1() {
        File is = null;
        try {
            FileInputStream input = new FileInputStream(is);
        } catch (FileNotFoundException e1) {
            e1.printStackTrace();
        }
    }
}

",True,"['File', 'FileInputStream', 'FileNotFoundException']","['java.io.File', 'java.io.FileInputStream', 'java.io.FileNotFoundException']","public class jdk10 {
    public void h1() {
        File is = null;
        try {
            FileInputStream input = new FileInputStream(is);
        } catch (FileNotFoundException e1) {
            e1.printStackTrace();

    }
}

",jdk10.java
"package java.jdk;


import java.awt.*;
import java.io.File;
import java.io.IOException;

public class jdk14 {
    public static void h1(String aFile) throws IOException {
        Desktop desktop = Desktop.getDesktop();
        desktop.open(new File(aFile));
    }

}
",True,"['*', 'File', 'IOException']","['java.awt.*', 'java.io.File', 'java.io.IOException']","public class jdk14 {
    public static void h1(String aFile) throws IOException {
        Desktop desktop = Desktop.getDesktop();
        desktop.open(new File(aFile))
    }

}
",jdk14.java
"package java.jdk;

import java.io.UnsupportedEncodingException;
import java.nio.charset.StandardCharsets;
import java.util.Arrays;

public class jdk15 {

    public static void h1(String[] args) {
        byte[] b = { -5, -122, -28};
        System.out.println(""Input Array :"" + Arrays.toString(b));
        System.out.println(""Array Length : "" + b.length);

    }
}",True,"['UnsupportedEncodingException', 'StandardCharsets', 'Arrays']","['java.io.UnsupportedEncodingException', 'java.nio.charset.StandardCharsets', 'java.util.Arrays']","public class jdk15 {

    public static void h1(String[] args) {
        byte[] b = { -5, -122, -28};
        System.out.println(""Input Array :"" + Arrays.toString(b));
        System.out.println(""Array Length : "" + b.length);


}",jdk15.java
"package java.jdk;


import java.text.SimpleDateFormat;

public class jdk16 {
    public static void h1(String[] args) {
        SimpleDateFormat sf = new SimpleDateFormat(""yyyy-MM-dd HH:mm:ss"");
        String str3 = ""1927-12-31 23:54:07"";
    }
}

",True,['SimpleDateFormat'],['java.text.SimpleDateFormat'],"public class jdk16 {
    public static void h1(String[] args) {
        SimpleDateFormat sf = new SimpleDateFormat(""yyyy-MM-dd HH:mm:ss"");
        String str3 = ""1927-12-31 23:54:07"";

}

",jdk16.java
"package java.jdk;

import java.io.IOException;
import java.io.InputStream;
import java.io.InputStreamReader;
import java.io.Reader;
import java.nio.charset.StandardCharsets;

public class jdk17 {
    private static InputStream stream;
    public static void h1() throws IOException {
        int bufferSize = 1024;
        char[] buffer = new char[bufferSize];
        Reader in = new InputStreamReader(stream, StandardCharsets.UTF_8);
    }
}
",True,"['IOException', 'InputStream', 'InputStreamReader', 'Reader', 'StandardCharsets']","['java.io.IOException', 'java.io.InputStream', 'java.io.InputStreamReader', 'java.io.Reader', 'java.nio.charset.StandardCharsets']","public class jdk17 {
    private static InputStream stream;
    public static void h1() throws IOException {
        int bufferSize = 1024
        char[] buffer = new char[bufferSize];
        Reader in = new InputStreamReader(stream, StandardCharsets.UTF_8);
    }
}
",jdk17.java
"package java.jdk;

import org.apache.commons.io.IOUtils;

import java.io.*;

public class jdk18 {
    private static InputStream inputStream;
    public static String h1() throws IOException {
        StringWriter writer = new StringWriter();
        IOUtils.copy(inputStream, writer, ""UTF-8"");
        return writer.toString();

    }
}
",True,"['IOUtils', '*']","['org.apache.commons.io.IOUtils', 'java.io.*']","public class jdk18 {
    private static InputStream inputStream;
    public static String h1() throws IOException {
        StringWriter writer = new StringWriter()
        IOUtils.copy(inputStream, writer, ""UTF-8"");
        return writer.toString();

    }
}
",jdk18.java
"package java.jdk;

import java.io.IOException;
import java.io.InputStream;
import java.io.InputStreamReader;
import java.io.Reader;
import java.nio.charset.StandardCharsets;

public class jdk19 {
    public static void h1() {
        int bufferSize = 1024;
        char[] buffer = new char[bufferSize];
        StringBuilder out = new StringBuilder();
    }
}
",True,"['IOException', 'InputStream', 'InputStreamReader', 'Reader', 'StandardCharsets']","['java.io.IOException', 'java.io.InputStream', 'java.io.InputStreamReader', 'java.io.Reader', 'java.nio.charset.StandardCharsets']","public class jdk19 {
    public static void h1() {
        int bufferSize = 1024;
        char[] buffer = new char[bufferSize];
        StringBuilder out = new StringBuilder()
    }
}
",jdk19.java
"package java.jdk;
import java.io.File;
import java.util.HashMap;
import java.util.Map;
import java.util.stream.Collectors;
import java.util.stream.Stream;


public class jdk2 {
    public static void main(String args[]){
        String userDirPropertyName = ""user.dir"";
        File initialUserDir = new File(System.getProperty(userDirPropertyName));
        System.out.println(""files in "" + initialUserDir.getAbsolutePath() + "":"");
    }
    }


",True,"['File', 'HashMap', 'Map', 'Collectors', 'Stream']","['java.io.File', 'java.util.HashMap', 'java.util.Map', 'java.util.stream.Collectors', 'java.util.stream.Stream']","public class jdk2 {
    public static void main(String args[]){
        String userDirPropertyName = ""user.dir"";
        File initialUserDir = new File(System.getProperty(userDirPropertyName));
        System.out.println(""files in "" + initialUserDir.getAbsolutePath() + "":"");

    }


",jdk2.java
"package java.jdk;

import java.io.BufferedInputStream;
import java.io.ByteArrayOutputStream;
import java.io.IOException;
import java.io.InputStream;

public class jdk20 {
    private static InputStream inputStream;

    public static void h1() throws IOException {
        BufferedInputStream bis = new BufferedInputStream(inputStream);
        ByteArrayOutputStream buf = new ByteArrayOutputStream();
    }
}
",True,"['BufferedInputStream', 'ByteArrayOutputStream', 'IOException', 'InputStream']","['java.io.BufferedInputStream', 'java.io.ByteArrayOutputStream', 'java.io.IOException', 'java.io.InputStream']","public class jdk20 {
    private static InputStream inputStream;

    public static void h1() throws IOException {
        BufferedInputStream bis = new BufferedInputStream(inputStream);
        ByteArrayOutputStream buf = new ByteArrayOutputStream();

}
",jdk20.java
"package java.jdk;

import java.text.ParseException;
import java.time.LocalDateTime;
import java.time.ZoneId;
import java.time.ZonedDateTime;
import java.time.format.DateTimeFormatter;

public class jdk3 {
    public static void h1(String oldDate, String format) throws ParseException {
        DateTimeFormatter dtf  = DateTimeFormatter.ofPattern(format);
        LocalDateTime dt = LocalDateTime.parse(oldDate, dtf);
        ZonedDateTime zdtzone = dt.atZone(ZoneId.of(""America/Los_Angeles""));
    }
}
",True,"['ParseException', 'LocalDateTime', 'ZoneId', 'ZonedDateTime', 'DateTimeFormatter']","['java.text.ParseException', 'java.time.LocalDateTime', 'java.time.ZoneId', 'java.time.ZonedDateTime', 'java.time.format.DateTimeFormatter']","public class jdk3 {
    public static void h1(String oldDate, String format) throws ParseException {
        DateTimeFormatter dtf  = DateTimeFormatter.ofPattern(format);
        LocalDateTime dt = LocalDateTime.parse(oldDate, dtf);
        ZonedDateTime zdtzone = dt.atZone(ZoneId.of(""America/Los_Angeles""));

}
",jdk3.java
"package java.jdk;

import java.text.ParseException;
import java.text.SimpleDateFormat;
import java.util.Date;

public class jdk4 {
    public static void h1(String oldDate, String format) throws ParseException {
        SimpleDateFormat sdf = new SimpleDateFormat(format);
        Date dt = sdf.parse(oldDate);
        long epoch = dt. getTime();
    }
}
",True,"['ParseException', 'SimpleDateFormat', 'Date']","['java.text.ParseException', 'java.text.SimpleDateFormat', 'java.util.Date']","public class jdk4 {
    public static void h1(String oldDate, String format) throws ParseException {
        SimpleDateFormat sdf = new SimpleDateFormat(format);
        Date dt = sdf.parse(oldDate)
        long epoch = dt. getTime();
    }
}
",jdk4.java
"package java.jdk;
import java.io.File;
import java.net.MalformedURLException;
import java.net.URL;
import java.net.URLClassLoader;

public class jdk5 {
    public static void f1() throws MalformedURLException {
        File jar = new File("""");
        URLClassLoader loader = new
                URLClassLoader(new URL[]{jar.toURI().toURL()});
    }
}

",True,"['File', 'MalformedURLException', 'URL', 'URLClassLoader']","['java.io.File', 'java.net.MalformedURLException', 'java.net.URL', 'java.net.URLClassLoader']","public class jdk5 {
    public static void f1() throws MalformedURLException {
        File jar = new File("""");
        URLClassLoader loader = new
                URLClassLoader(new URL[]{jar.toURI().toURL()});

}

",jdk5.java
"package java.jdk;

import java.text.DecimalFormat;
import java.text.DecimalFormatSymbols;
import java.util.Locale;

public class jdk8 {
    public static void h1(){
        DecimalFormat df = new DecimalFormat(""0.00"", new DecimalFormatSymbols(Locale.FRANCE));
        System.out.println(df.format(""""));
    }
}
",True,"['DecimalFormat', 'DecimalFormatSymbols', 'Locale']","['java.text.DecimalFormat', 'java.text.DecimalFormatSymbols', 'java.util.Locale']","public class jdk8 {
    public static void h1(){
        DecimalFormat df = new DecimalFormat(""0.00"", new DecimalFormatSymbols(Locale.FRANCE));
        System.out.println(df.format(""""))
    }
}
",jdk8.java
"package java.jdk;

import java.time.format.DateTimeFormatter;
import java.time.format.DateTimeFormatterBuilder;
import java.time.temporal.ChronoField;

public class jdk9 {
    public static void h1(){
       DateTimeFormatter DATE_FORMAT =
                new DateTimeFormatterBuilder().appendPattern(""dd/MM/yyyy[ [HH][:mm][:ss][.SSS]]"")
                        .parseDefaulting(ChronoField.HOUR_OF_DAY, 0)
                        .parseDefaulting(ChronoField.MINUTE_OF_HOUR, 0)
                        .parseDefaulting(ChronoField.SECOND_OF_MINUTE, 0)
                        .toFormatter();
    }

}
",True,"['DateTimeFormatter', 'DateTimeFormatterBuilder', 'ChronoField']","['java.time.format.DateTimeFormatter', 'java.time.format.DateTimeFormatterBuilder', 'java.time.temporal.ChronoField']","public class jdk9 {
    public static void h1()
       DateTimeFormatter DATE_FORMAT =
                new DateTimeFormatterBuilder().appendPattern(""dd/MM/yyyy[ [HH][:mm][:ss][.SSS]]"")
                        .parseDefaulting(ChronoField.HOUR_OF_DAY, 0)
                        .parseDefaulting(ChronoField.MINUTE_OF_HOUR, 0)
                        .parseDefaulting(ChronoField.SECOND_OF_MINUTE, 0)
                        .toFormatter();
    }

}
",jdk9.java
"package java.joda_time;

import org.joda.time.DateTime;
import org.joda.time.format.DateTimeFormat;
import org.joda.time.format.DateTimeFormatter;

public class jt1 {
    public static void f1(){
        DateTimeFormatter dtf = DateTimeFormat.forPattern(""MM/dd/yyyy HH:mm:ss"");
        DateTime jodatime = dtf.parseDateTime("""");
    }

}
",True,"['DateTime', 'DateTimeFormat', 'DateTimeFormatter']","['org.joda.time.DateTime', 'org.joda.time.format.DateTimeFormat', 'org.joda.time.format.DateTimeFormatter']","public class jt1 {
    public static void f1(){
        DateTimeFormatter dtf = DateTimeFormat.forPattern(""MM/dd/yyyy HH:mm:ss"");
        DateTime jodatime = dtf.parseDateTime("""");


}
",jt1.java
"package java.joda_time;

import org.joda.time.DateTime;
import org.joda.time.Seconds;

public class jt10 {
    public static void h1(){
        DateTime now = DateTime.now();
        DateTime dateTime = now.plusMinutes(10);
        Seconds seconds = Seconds.secondsBetween(now, dateTime);
    }
}
",True,"['DateTime', 'Seconds']","['org.joda.time.DateTime', 'org.joda.time.Seconds']","public class jt10 {
    public static void h1(){
        DateTime now = DateTime.now();
        DateTime dateTime = now.plusMinutes(10)
        Seconds seconds = Seconds.secondsBetween(now, dateTime);
    }
}
",jt10.java
"package java.joda_time;

import org.joda.time.DateTime;
import org.joda.time.DateTimeZone;
import org.joda.time.Days;
import org.joda.time.LocalDate;

public class jt11 {
    public static void h1(){
        DateTimeZone BRAZIL = DateTimeZone.forID(""America/Sao_Paulo"");
        DateTime start = new DateTime(2013, 10, 20, 5, 0, 0, BRAZIL);
        DateTime end = new DateTime(2013, 10, 21, 13, 0, 0, BRAZIL);
    }
}
",True,"['DateTime', 'DateTimeZone', 'Days', 'LocalDate']","['org.joda.time.DateTime', 'org.joda.time.DateTimeZone', 'org.joda.time.Days', 'org.joda.time.LocalDate']","public class jt11 {
    public static void h1(){
        DateTimeZone BRAZIL = DateTimeZone.forID(""America/Sao_Paulo"");
        DateTime start = new DateTime(2013, 10, 20, 5, 0, 0, BRAZIL);
        DateTime end = new DateTime(2013, 10, 21, 13, 0, 0, BRAZIL);

}
",jt11.java
"package java.joda_time;

import org.joda.time.DateTime;
import org.joda.time.Days;
import org.joda.time.LocalDate;

public class jt12 {
    public static void h1(DateTime end,DateTime start){
        Days.daysBetween(new LocalDate(start), new LocalDate(end)).getDays();
    }
}
",True,"['DateTime', 'Days', 'LocalDate']","['org.joda.time.DateTime', 'org.joda.time.Days', 'org.joda.time.LocalDate']","public class jt12 {
    public static void h1(DateTime end,DateTime start){
        Days.daysBetween(new LocalDate(start), new LocalDate(end)).getDays();

}
",jt12.java
"package java.joda_time;

import java.time.ZoneId;
import java.time.ZonedDateTime;

public class jt13 {
    public static void h1(){
        ZoneId z = ZoneId.of( ""Pacific/Auckland"" ) ;
        ZonedDateTime now = ZonedDateTime.now( z ) ;
    }
}
",True,"['ZoneId', 'ZonedDateTime']","['java.time.ZoneId', 'java.time.ZonedDateTime']","public class jt13 {
    public static void h1(){
        ZoneId z = ZoneId.of( ""Pacific/Auckland"" ) ;
        ZonedDateTime now = ZonedDateTime.now( z ) ;

}
",jt13.java
"package java.joda_time;

import org.joda.time.DateTime;

import java.time.ZoneId;
import java.time.ZonedDateTime;
import java.time.temporal.ChronoUnit;

public class jt14 {
    public static void h1(){
        ZoneId z = ZoneId.of( ""America/Montreal"" );
        ZonedDateTime start = ZonedDateTime.of( 2017 , 1 , 17 , 14 , 45 , 0 , 0 , z );
        ZonedDateTime stop = ZonedDateTime.of( 2017 , 1 , 17 , 15 , 12 , 0 , 0 , z );
    }
}
",True,"['DateTime', 'ZoneId', 'ZonedDateTime', 'ChronoUnit']","['org.joda.time.DateTime', 'java.time.ZoneId', 'java.time.ZonedDateTime', 'java.time.temporal.ChronoUnit']","public class jt14 {
    public static void h1(){
        ZoneId z = ZoneId.of( ""America/Montreal"" );
        ZonedDateTime start = ZonedDateTime.of( 2017 , 1 , 17 , 14 , 45 , 0 , 0 , z );
        ZonedDateTime stop = ZonedDateTime.of( 2017 , 1 , 17 , 15 , 12 , 0 , 0 , z );

}
",jt14.java
"package java.joda_time;

import java.util.Calendar;
import java.util.TimeZone;

public class jt15 {
    public static void h1(long timestamp1, long timestamp2){
        Calendar startDate = Calendar.getInstance(TimeZone.getDefault());
        Calendar endDate = Calendar.getInstance(TimeZone.getDefault());
    }
}
",True,"['Calendar', 'TimeZone']","['java.util.Calendar', 'java.util.TimeZone']","public class jt15 {
    public static void h1(long timestamp1, long timestamp2){
        Calendar startDate = Calendar.getInstance(TimeZone.getDefault());
        Calendar endDate = Calendar.getInstance(TimeZone.getDefault());

}
",jt15.java
"package java.joda_time;

import org.joda.time.DateTime;

import java.util.concurrent.TimeUnit;

public class jt16 {
    public static int getDaysBetween(DateTime earlier, DateTime later)
    {
        return (int) TimeUnit.MILLISECONDS.toDays(later.getMillis()- earlier.getMillis());
    }

}
",True,"['DateTime', 'TimeUnit']","['org.joda.time.DateTime', 'java.util.concurrent.TimeUnit']","public class jt16 {
    public static int getDaysBetween(DateTime earlier, DateTime later)
    {
        return (int) TimeUnit.MILLISECONDS.toDays(later.getMillis()- earlier.getMillis());
    }


",jt16.java
"package java.joda_time;

import org.joda.time.DateTime;
import org.joda.time.chrono.ISOChronology;
import org.joda.time.format.DateTimeFormat;
import org.joda.time.format.DateTimeFormatter;
import java.util.Locale;

public class jt17 {
    public static void h1(){
        String dateTime = ""2015-07-18T13:32:56.971-0400"";

        DateTimeFormatter formatter = DateTimeFormat.forPattern(""yyyy-MM-dd'T'HH:mm:ss.SSSZZ"")
                .withLocale(Locale.ROOT)
                .withChronology(ISOChronology.getInstanceUTC());
        DateTime dt = formatter.parseDateTime(dateTime);
    }
}
",True,"['DateTime', 'ISOChronology', 'DateTimeFormat', 'DateTimeFormatter', 'Locale']","['org.joda.time.DateTime', 'org.joda.time.chrono.ISOChronology', 'org.joda.time.format.DateTimeFormat', 'org.joda.time.format.DateTimeFormatter', 'java.util.Locale']","public class jt17 {
    public static void h1(){
        String dateTime = ""2015-07-18T13:32:56.971-0400"";

        DateTimeFormatter formatter = DateTimeFormat.forPattern(""yyyy-MM-dd'T'HH:mm:ss.SSSZZ"")
                .withLocale(Locale.ROOT)
                .withChronology(ISOChronology.getInstanceUTC());
        DateTime dt = formatter.parseDateTime(dateTime);

}
",jt17.java
"package java.joda_time;

import java.text.ParseException;
import java.text.SimpleDateFormat;
import java.util.Date;

public class jt18 {
    public static void h1() throws ParseException {
        SimpleDateFormat sdf = new SimpleDateFormat(""dd/MM/yyyy HH:mm:ss""); //  04/02/2011 20:27:05

        Date date = sdf.parse(""dateValue"");
        System.out.println(date);
    }
}
",True,"['ParseException', 'SimpleDateFormat', 'Date']","['java.text.ParseException', 'java.text.SimpleDateFormat', 'java.util.Date']","public class jt18 {
    public static void h1() throws ParseException {
        SimpleDateFormat sdf = new SimpleDateFormat(""dd/MM/yyyy HH:mm:ss""); //  04/02/2011 20:27:05

        Date date = sdf.parse(""dateValue"");
        System.out.println(date);
    }

",jt18.java
"package java.joda_time;

import java.time.LocalDateTime;
import java.time.format.DateTimeFormatter;

public class jt19 {
   public static void h1(){
      String input = ""04/02/2011 20:27:05"" ;
      DateTimeFormatter f = DateTimeFormatter.ofPattern( ""dd/MM/uuuu HH:mm:ss"" ) ;
      LocalDateTime ldt = LocalDateTime.parse( input , f ) ;
   }
}
",True,"['LocalDateTime', 'DateTimeFormatter']","['java.time.LocalDateTime', 'java.time.format.DateTimeFormatter']","public class jt19 {
   public static void h1(){
      String input = ""04/02/2011 20:27:05"" ;
      DateTimeFormatter f = DateTimeFormatter.ofPattern( ""dd/MM/uuuu HH:mm:ss"" ) ;
      LocalDateTime ldt = LocalDateTime.parse( input , f ) ;

}
",jt19.java
"package java.joda_time;

import org.joda.time.LocalDate;
import org.joda.time.MutableDateTime;

import java.time.format.DateTimeFormatter;
import java.time.format.DateTimeFormatterBuilder;

public class jt20 {
    public static void h1(){
        long date = 0;
        MutableDateTime dateTime = new MutableDateTime(date);
        dateTime.addDays(1);
    }
}
",True,"['LocalDate', 'MutableDateTime', 'DateTimeFormatter', 'DateTimeFormatterBuilder']","['org.joda.time.LocalDate', 'org.joda.time.MutableDateTime', 'java.time.format.DateTimeFormatter', 'java.time.format.DateTimeFormatterBuilder']","public class jt20 {
    public static void h1(){
        long date = 0;
        MutableDateTime dateTime = new MutableDateTime(date);
        dateTime.addDays(1);

}
",jt20.java
"package java.joda_time;

import org.joda.time.DateTime;

import java.time.Instant;
import java.time.LocalDateTime;
import java.time.ZoneId;
import java.time.ZonedDateTime;

public class jt3 {
    public static void f1(){
        LocalDateTime java8LocalDateTime = LocalDateTime.now();
        ZonedDateTime java8ZonedDateTime = java8LocalDateTime.atZone(ZoneId.systemDefault());
        Instant java8Instant = java8ZonedDateTime.toInstant();
    }



}
",True,"['DateTime', 'Instant', 'LocalDateTime', 'ZoneId', 'ZonedDateTime']","['org.joda.time.DateTime', 'java.time.Instant', 'java.time.LocalDateTime', 'java.time.ZoneId', 'java.time.ZonedDateTime']","public class jt3 {
    public static void f1(){
        LocalDateTime java8LocalDateTime = LocalDateTime.now();
        ZonedDateTime java8ZonedDateTime = java8LocalDateTime.atZone(ZoneId.systemDefault());
        Instant java8Instant = java8ZonedDateTime.toInstant();




}
",jt3.java
"package java.joda_time;

import org.joda.time.Duration;
import org.joda.time.Instant;
import org.joda.time.Period;

public class jt4 {
    public static boolean isLonger(Period p1, Period p2) {
        Instant now = Instant.now();
        Duration d1 = p1.toDurationTo(now);
        Duration d2 = p2.toDurationTo(now);
        return d1.isLongerThan(d2);
    }
}
",True,"['Duration', 'Instant', 'Period']","['org.joda.time.Duration', 'org.joda.time.Instant', 'org.joda.time.Period']","public class jt4 {
    public static boolean isLonger(Period p1, Period p2) {
        Instant now = Instant.now();
        Duration d1 = p1.toDurationTo(now);
        Duration d2 = p2.toDurationTo(now);
        return d1.isLongerThan(d2);

}
",jt4.java
"package java.joda_time;

import java.time.ZoneId;
import java.time.ZonedDateTime;

public class jt5 {
    public static void h1(){
        ZoneId z = ZoneId.of( ""America/Montreal"" );
        ZonedDateTime start = ZonedDateTime.of( 2017 , 1 , 17 , 14 , 45 , 0 , 0 , z );
    }
}
",True,"['ZoneId', 'ZonedDateTime']","['java.time.ZoneId', 'java.time.ZonedDateTime']","public class jt5 {
    public static void h1(){
        ZoneId z = ZoneId.of( ""America/Montreal"" );
        ZonedDateTime start = ZonedDateTime.of( 2017 , 1 , 17 , 14 , 45 , 0 , 0 , z );
    }

",jt5.java
"package java.joda_time;

import org.joda.time.DateTime;
import org.joda.time.Period;
import org.joda.time.format.DateTimeFormat;
import org.joda.time.format.DateTimeFormatter;

public class jt6 {
    public static void h1(){
        DateTimeFormatter format = DateTimeFormat.forPattern(""dd/MM/yyyy HH:mm:ss"");
        DateTime time = format.parseDateTime(""04/02/2011 20:27:05"");
    }
}
",True,"['DateTime', 'Period', 'DateTimeFormat', 'DateTimeFormatter']","['org.joda.time.DateTime', 'org.joda.time.Period', 'org.joda.time.format.DateTimeFormat', 'org.joda.time.format.DateTimeFormatter']","public class jt6 {
    public static void h1(){
        DateTimeFormatter format = DateTimeFormat.forPattern(""dd/MM/yyyy HH:mm:ss"");
        DateTime time = format.parseDateTime(""04/02/2011 20:27:05"");

}
",jt6.java
"package java.joda_time;

import org.joda.time.DateTime;
import org.joda.time.Days;

import java.util.Calendar;
import java.util.Date;

public class jt7 {
    public static void h1(){
        Calendar calendar1 = Calendar.getInstance();
        long milliseconds1 = calendar1.getTimeInMillis();
    }

}
",True,"['DateTime', 'Days', 'Calendar', 'Date']","['org.joda.time.DateTime', 'org.joda.time.Days', 'java.util.Calendar', 'java.util.Date']","public class jt7 {
    public static void h1()
        Calendar calendar1 = Calendar.getInstance();
        long milliseconds1 = calendar1.getTimeInMillis();
    }

}
",jt7.java
